LineId,Label,Timestamp,Date,Node,Time,Type,Component,Level,Content,EventId
605060,-,1133447974,2005.12.01,R30-M1-N0-C:J04-U11,2005-12-01-06.39.34.446909,RAS,KERNEL,INFO,"10726 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E22
498916,-,1129157932,2005.10.12,R14-M0-N4-C:J17-U11,2005-10-12-15.58.52.846508,RAS,KERNEL,INFO,"CE sym 2, at 0x04b80580, mask 0x08",E38
330288,-,1121599272,2005.07.17,R04-M1-N2-C:J08-U01,2005-07-17-04.21.12.182746,RAS,KERNEL,INFO,generating core.29062,E168
257051,-,1120956533,2005.07.09,R37-M1-NA-C:J05-U01,2005-07-09-17.48.53.052109,RAS,KERNEL,INFO,generating core.10535,E168
430906,-,1124721934,2005.08.22,R43-M1-N8-I:J18-U01,2005-08-22-07.45.34.220593,RAS,APP,FATAL,ciod: LOGIN chdir(/home/germann2/SPaSM_static) failed: No such file or directory,E73
240721,-,1120935263,2005.07.09,R37-M0-NC-C:J08-U01,2005-07-09-11.54.23.826901,RAS,KERNEL,INFO,generating core.43542,E168
393158,-,1122576399,2005.07.28,R21-M0-ND-C:J05-U11,2005-07-28-11.46.39.777104,RAS,KERNEL,INFO,generating core.9275,E168
175704,-,1120216219,2005.07.01,R36-M1-NF-C:J09-U01,2005-07-01-04.10.19.702466,RAS,KERNEL,INFO,generating core.12578,E168
420564,-,1123745181,2005.08.11,R11-M0-N7-C:J02-U11,2005-08-11-00.26.21.849222,RAS,KERNEL,INFO,"30 ddr errors(s) detected and corrected on rank 0, symbol 27, bit 0",E5
39867,KERNDTLB,1118544747,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.52.27.833046,RAS,KERNEL,FATAL,data TLB error interrupt,E15
549030,-,1131126704,2005.11.04,R62-M0-NF-C:J06-U11,2005-11-04-09.51.44.654871,RAS,KERNEL,INFO,iar 00106b8c dear 0245cf4c,E173
538406,-,1131063993,2005.11.03,R53-M1-NE-C:J12-U11,2005-11-03-16.26.33.021611,RAS,KERNEL,INFO,2354412 floating point alignment exceptions,E9
92954,-,1118771732,2005.06.14,R20-M1-N7-C:J06-U11,2005-06-14-10.55.32.948221,RAS,KERNEL,FATAL,program interrupt: fp compare...............0,E303
484645,-,1127264240,2005.09.20,R07-M0-N0-I:J18-U01,2005-09-20-17.57.20.473284,RAS,APP,FATAL,"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",E56
304239,-,1121312221,2005.07.13,R30-M0-N7-C:J13-U01,2005-07-13-20.37.01.959890,RAS,KERNEL,INFO,generating core.16481,E168
622799,-,1133454788,2005.12.01,R03-M0-N4-C:J02-U11,2005-12-01-08.33.08.878424,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E12
293156,-,1121308490,2005.07.13,R01-M0-NF-C:J05-U01,2005-07-13-19.34.50.505124,RAS,KERNEL,INFO,generating core.5139,E168
501259,-,1129353029,2005.10.14,R12-M1-NF-C:J03-U11,2005-10-14-22.10.29.720610,RAS,KERNEL,INFO,"CE sym 31, at 0x170b1540, mask 0x20",E38
109536,-,1118810729,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-21.45.29.828501,RAS,KERNEL,INFO,instruction cache parity error corrected,E189
88115,-,1118771139,2005.06.14,R26-M1-NF-C:J09-U01,2005-06-14-10.45.39.857247,RAS,KERNEL,FATAL,floating pt ex mode 0 enable......0,E221
430373,APPSEV,1124709939,2005.08.22,R35-M1-N8-I:J18-U11,2005-08-22-04.25.39.200505,RAS,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:43710: Link has been severed,E65
455328,-,1125222863,2005.08.28,R52-M1-NC-C:J02-U01,2005-08-28-02.54.23.531744,RAS,KERNEL,INFO,29325832 double-hummer alignment exceptions,E6
64442,-,1118766133,2005.06.14,R01-M1-NC-C:J13-U01,2005-06-14-09.22.13.173207,RAS,KERNEL,FATAL,instruction address: 0x00004ed8,E187
38041,KERNDTLB,1118542781,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.19.41.234194,RAS,KERNEL,FATAL,data TLB error interrupt,E15
21359,-,1118113543,2005.06.06,R22-M0-N3-C:J03-U01,2005-06-06-20.05.43.783767,RAS,KERNEL,INFO,generating core.371,E168
382093,-,1122401447,2005.07.26,R06-M0-N5-C:J02-U11,2005-07-26-11.10.47.638463,RAS,KERNEL,INFO,generating core.235,E168
231535,-,1120932534,2005.07.09,R01-M1-N4-C:J16-U01,2005-07-09-11.08.54.816807,RAS,KERNEL,INFO,generating core.51332,E168
364175,-,1122165490,2005.07.23,R11-M0-ND-C:J15-U01,2005-07-23-17.38.10.675766,RAS,KERNEL,INFO,generating core.4880,E168
606336,-,1133448095,2005.12.01,R57-M1-N1-C:J15-U11,2005-12-01-06.41.35.077042,RAS,KERNEL,INFO,"10706 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E22
568910,-,1131478085,2005.11.08,R63-M0-N2-C:J05-U11,2005-11-08-11.28.05.216273,RAS,KERNEL,INFO,iar 001061b4 dear 024701ac,E173
260106,-,1120958444,2005.07.09,R31-M1-NE-C:J08-U01,2005-07-09-18.20.44.061362,RAS,KERNEL,INFO,generating core.8198,E168
377000,-,1122256169,2005.07.24,R24-M0-NF-C:J13-U11,2005-07-24-18.49.29.628350,RAS,KERNEL,INFO,generating core.24953,E168
452865,-,1125221824,2005.08.28,R43-M1-N5-C:J08-U11,2005-08-28-02.37.04.483574,RAS,KERNEL,INFO,26907468 double-hummer alignment exceptions,E6
571546,-,1131579503,2005.11.09,R62-M0-NA-C:J13-U11,2005-11-09-15.38.23.422399,RAS,KERNEL,INFO,714708 floating point alignment exceptions,E9
544110,-,1131123633,2005.11.04,R62-M0-NE-C:J09-U01,2005-11-04-09.00.33.077132,RAS,KERNEL,INFO,iar 0010621c dear 02f6669c,E173
285074,-,1121252649,2005.07.13,R23-M1-N0-C:J09-U11,2005-07-13-04.04.09.133137,RAS,KERNEL,INFO,113478440 double-hummer alignment exceptions,E6
284889,-,1121252603,2005.07.13,R33-M1-NC-C:J05-U11,2005-07-13-04.03.23.835594,RAS,KERNEL,INFO,112736616 double-hummer alignment exceptions,E6
435875,-,1125082199,2005.08.26,R62-M1-N3-C:J08-U11,2005-08-26-11.49.59.201553,RAS,KERNEL,INFO,iar 003a9108 dear 00b356d8,E173
150868,-,1119807193,2005.06.26,R02-M0-ND-C:J17-U01,2005-06-26-10.33.13.888272,RAS,KERNEL,INFO,program interrupt: illegal instruction......1,E305
129445,-,1119572915,2005.06.23,R23-M1-N7-C:J14-U01,2005-06-23-17.28.35.196284,RAS,KERNEL,INFO,3091200 double-hummer alignment exceptions,E6
109098,-,1118810126,2005.06.14,R02-M1-N0-C:J12-U11,2005-06-14-21.35.26.770588,RAS,KERNEL,INFO,instruction cache parity error corrected,E189
470973,KERNMNTF,1126626481,2005.09.13,R60-M1-NC-I:J18-U11,2005-09-13-08.48.01.930845,RAS,KERNEL,FATAL,Lustre mount FAILED : bglio783 : point /p/gb1,E203
518044,-,1131057870,2005.11.03,R65-M0-NA-C:J15-U11,2005-11-03-14.44.30.418295,RAS,KERNEL,INFO,640404 floating point alignment exceptions,E9
469126,-,1126324392,2005.09.09,R57-M1-N4-I:J18-U11,2005-09-09-20.53.12.737064,RAS,APP,FATAL,"ciod: Error loading /home/greeno/_dev2/_pasci2/_hyperclaw.mf.rich/run/_jag_work/raptor.dev.new3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory",E56
74800,-,1118769497,2005.06.14,R24-M0-NE-C:J06-U01,2005-06-14-10.18.17.586684,RAS,KERNEL,FATAL,instruction address: 0x00004ed8,E187
47891,KERNDTLB,1118553412,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-22.16.52.922567,RAS,KERNEL,FATAL,data TLB error interrupt,E15
359689,-,1122164791,2005.07.23,R10-M1-NF-C:J05-U01,2005-07-23-17.26.31.433940,RAS,KERNEL,INFO,15 floating point alignment exceptions,E9
2824,-,1117955367,2005.06.05,R24-M1-N7-C:J02-U11,2005-06-05-00.09.27.843297,RAS,KERNEL,INFO,generating core.235,E168
246090,-,1120938180,2005.07.09,R35-M1-NB-C:J15-U01,2005-07-09-12.43.00.499050,RAS,KERNEL,INFO,generating core.21840,E168
441474,-,1125084127,2005.08.26,R66-M1-ND-C:J11-U11,2005-08-26-12.22.07.205312,RAS,KERNEL,INFO,iar 003a929c dear 01290c08,E173
599272,-,1133423343,2005.11.30,R20-M1-NF-C:J07-U01,2005-11-30-23.49.03.456105,RAS,KERNEL,INFO,"1 ddr error(s) detected and corrected on rank 0, symbol 30 over 10029 seconds",E4
37597,KERNDTLB,1118542267,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-19.11.07.395333,RAS,KERNEL,FATAL,data TLB error interrupt,E15
229442,-,1120931276,2005.07.09,R20-M1-NA-C:J16-U01,2005-07-09-10.47.56.703429,RAS,KERNEL,INFO,generating core.36892,E168
162509,-,1120116556,2005.06.30,R26-M0-NB-C:J07-U01,2005-06-30-00.29.16.886141,RAS,KERNEL,INFO,"CE sym 10, at 0x18f71180, mask 0x02",E38
167707,-,1120146587,2005.06.30,R05-M0-NF-C:J04-U11,2005-06-30-08.49.47.886320,RAS,KERNEL,INFO,generating core.1099,E168
343224,-,1121902464,2005.07.20,R33-M0-N5-C:J05-U01,2005-07-20-16.34.24.261764,RAS,KERNEL,INFO,8 floating point alignment exceptions,E9
655658,-,1135662566,2005.12.26,R37-M1-NC-C:J02-U11,2005-12-26-21.49.26.522026,RAS,KERNEL,INFO,instruction cache parity error corrected,E189
434714,-,1125082025,2005.08.26,R63-M1-NF-C:J10-U01,2005-08-26-11.47.05.096723,RAS,KERNEL,INFO,2201500 double-hummer alignment exceptions,E6
20377,-,1118105244,2005.06.06,R22-M0-NB-C:J10-U11,2005-06-06-17.47.24.118857,RAS,KERNEL,INFO,generating core.329,E168
374016,-,1122168594,2005.07.23,R11-M0-N2-C:J07-U11,2005-07-23-18.29.54.519824,RAS,KERNEL,INFO,1005 floating point alignment exceptions,E9
397738,-,1122578121,2005.07.28,R25-M1-ND-C:J17-U01,2005-07-28-12.15.21.000976,RAS,KERNEL,INFO,generating core.5288,E168
629045,-,1133455151,2005.12.01,R72-M1-NC-C:J08-U01,2005-12-01-08.39.11.647131,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,E12
653110,-,1135625001,2005.12.26,UNKNOWN_LOCATION,2005-12-26-11.23.21.465963,NULL,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:D6:70:00:0D:60:E9:29:8F ip=10.7.1.184 v=13 t=4 status=M Mon Dec 26 11:15:21 PST 2005,E221
232562,-,1120932764,2005.07.09,R26-M0-N6-C:J15-U11,2005-07-09-11.12.44.158700,RAS,KERNEL,INFO,generating core.59132,E168
511995,-,1130625224,2005.10.29,R20-M1-NF-C:J10-U01,2005-10-29-15.33.44.791039,RAS,KERNEL,INFO,instruction cache parity error corrected,E189
467812,KERNMNTF,1126190743,2005.09.08,R02-M0-N0-I:J18-U01,2005-09-08-07.45.43.670829,RAS,KERNEL,FATAL,Lustre mount FAILED : bglio34 : point /p/gb1,E203
185928,-,1120262104,2005.07.01,R24-M0-NE-C:J02-U01,2005-07-01-16.55.04.328418,RAS,KERNEL,INFO,1049200 double-hummer alignment exceptions,E6
407262,-,1123030688,2005.08.02,R00-M0-N7,2005-08-02-17.58.08.652405,NULL,DISCOVERY,ERROR,"Found invalid node ecid in processor card slot J05, ecid 0000000000000000000000000000",E163
486638,-,1127265276,2005.09.20,R71-M1-NC-I:J18-U01,2005-09-20-18.14.36.104883,RAS,APP,FATAL,ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory,E73
577375,-,1131590877,2005.11.09,R63-M0-ND-C:J11-U11,2005-11-09-18.47.57.696825,RAS,KERNEL,INFO,iar 00113898 dear 0fee9c4c,E173
254692,-,1120953177,2005.07.09,R35-M1-N1-C:J16-U01,2005-07-09-16.52.57.807113,RAS,KERNEL,INFO,generating core.11456,E168
594736,-,1132969198,2005.11.25,R74-M0-N4-I:J18-U11,2005-11-25-17.39.58.013351,RAS,KERNEL,INFO,"ciod: Received signal 15, code=0, errno=0, address=0x000001f5",E221
420983,-,1123778979,2005.08.11,UNKNOWN_LOCATION,2005-08-11-09.49.39.929510,NULL,DISCOVERY,INFO,New ido chip inserted into the database: FF:F2:9F:16:E0:12:00:0D:60:E9:1F:ED ip=10.2.2.86 v=13 t=4,E221
29170,-,1118353976,2005.06.09,R20-M1-NB-C:J07-U11,2005-06-09-14.52.56.464127,RAS,KERNEL,INFO,generating core.666,E168
174089,-,1120209772,2005.07.01,R06-M1-N6-C:J14-U11,2005-07-01-02.22.52.013988,RAS,KERNEL,INFO,generating core.1644,E168
490827,-,1127956652,2005.09.28,R42-M1-ND-C:J07-U11,2005-09-28-18.17.32.892033,RAS,KERNEL,INFO,"CE sym 20, at 0x0a508740, mask 0x02",E38
341228,-,1121901213,2005.07.20,R01-M1-N3-C:J13-U11,2005-07-20-16.13.33.811400,RAS,KERNEL,INFO,8 floating point alignment exceptions,E9
427557,-,1124306334,2005.08.17,R33-M0-NC-I:J18-U01,2005-08-17-12.18.54.205019,RAS,APP,FATAL,ciod: LOGIN chdir(/p/bg1/da) failed: No such file or directory,E73
204194,-,1120469514,2005.07.04,R22-M1-N1-C:J03-U01,2005-07-04-02.31.54.971074,RAS,KERNEL,INFO,generating core.20459,E168
184292,-,1120260910,2005.07.01,R31-M1-N9-C:J17-U01,2005-07-01-16.35.10.328899,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,E6
172237,-,1120150851,2005.06.30,R01-M1-ND-C:J04-U01,2005-06-30-10.00.51.317548,RAS,KERNEL,INFO,generating core.2307,E168
286542,-,1121256188,2005.07.13,R33-M1-N6-C:J16-U11,2005-07-13-05.03.08.419588,RAS,KERNEL,INFO,generating core.50100,E168
471517,KERNMNTF,1126815141,2005.09.15,R41-M0-NC-I:J18-U01,2005-09-15-13.12.21.634303,RAS,KERNEL,FATAL,Lustre mount FAILED : bglio540 : point /p/gb1,E203
173304,-,1120176813,2005.06.30,R13-M0-NA-C:J05-U11,2005-06-30-17.13.33.903716,RAS,KERNEL,INFO,"CE sym 2, at 0x18eb0d60, mask 0x02",E38
599432,-,1133444841,2005.12.01,R61-M1-NF-C:J15-U11,2005-12-01-05.47.21.530043,RAS,KERNEL,INFO,total of 3 ddr error(s) detected and corrected over 376 seconds,E355
177916,-,1120216592,2005.07.01,R22-M0-N8-C:J03-U01,2005-07-01-04.16.32.627219,RAS,KERNEL,INFO,generating core.16303,E168
333674,-,1121706964,2005.07.18,R26-M0-NF-C:J04-U01,2005-07-18-10.16.04.113982,RAS,KERNEL,INFO,generating core.12555,E168
654533,-,1135651034,2005.12.26,R37-M1-NC-C:J02-U11,2005-12-26-18.37.14.039031,RAS,KERNEL,INFO,instruction cache parity error corrected,E189
135246,-,1119715194,2005.06.25,R24-M0-N7-C:J12-U01,2005-06-25-08.59.54.229093,RAS,KERNEL,INFO,generating core.57753,E168
587090,-,1132578083,2005.11.21,R73-M1-N0-I:J18-U11,2005-11-21-05.01.23.129729,RAS,KERNEL,INFO,"ciod: Received signal 15, code=0, errno=0, address=0x000001b0",E221
