LineId,Date,Time,Level,Component,Content,EventId
409346,81111,24138,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6547006169635153573 src: /10.250.6.4:40891 dest: /10.250.6.4:50010,E5
540640,81111,60618,INFO,dfs.DataNode$PacketResponder,Received block blk_-2229338251508016092 of size 67108864 from /10.251.91.229,E9
454694,81111,41035,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.33:50010 is added to blk_-347370932510536087 size 67108864,E26
499244,81111,44854,INFO,dfs.FSDataset,Deleting block blk_5033114294504585238 file /mnt/hadoop/dfs/data/current/subdir6/blk_5033114294504585238,E21
317535,81110,212054,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-9098003661292913104 terminating,E11
660874,81111,85922,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_7697266164975351024 is added to invalidSet of 10.250.15.198:50010,E23
660322,81111,85920,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-7177978178194322226 is added to invalidSet of 10.251.201.204:50010,E23
344234,81110,220645,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-7414563089077345869 is added to invalidSet of 10.251.107.242:50010,E23
428615,81111,31834,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-3152375332064813164 terminating,E11
409995,81111,24258,INFO,dfs.DataNode$PacketResponder,Received block blk_-5331659850595639302 of size 67108864 from /10.251.126.227,E9
651941,81111,85030,INFO,dfs.DataNode$PacketResponder,Received block blk_6121651270239629421 of size 67108864 from /10.251.110.68,E9
6031,81109,204719,INFO,dfs.DataBlockScanner,Verification succeeded for blk_6207632596595610640,E2
137079,81110,103057,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-4127981976039029641 is added to invalidSet of 10.251.197.226:50010,E23
653231,81111,85250,INFO,dfs.DataNode$PacketResponder,Received block blk_-7665869486310736337 of size 67108864 from /10.251.203.179,E9
592029,81111,72217,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-6986878067074027181 terminating,E11
705314,81111,100731,INFO,dfs.DataNode$PacketResponder,Received block blk_1205343657858755623 of size 67108864 from /10.251.38.53,E9
8392,81109,205157,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_9084354059120434821 size 67108864,E26
174447,81110,104402,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8626406182431930252 terminating,E11
71578,81110,10400,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8639074161865513064 src: /10.251.67.211:58339 dest: /10.251.67.211:50010,E5
719001,81111,103344,INFO,dfs.DataNode$PacketResponder,Received block blk_2701984147346754450 of size 67108864 from /10.251.201.204,E9
719346,81111,103419,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.113:50010 is added to blk_3880407705390969204 size 67108864,E26
503946,81111,45647,INFO,dfs.DataNode$PacketResponder,Received block blk_8706969235905031788 of size 67108864 from /10.251.75.163,E9
569735,81111,65226,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_6603917457399269895 is added to invalidSet of 10.251.126.227:50010,E23
151403,81110,103329,INFO,dfs.FSDataset,Deleting block blk_-9191291739561198960 file /mnt/hadoop/dfs/data/current/subdir23/blk_-9191291739561198960,E21
657617,81111,85911,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_7934982638633628852 is added to invalidSet of 10.251.37.240:50010,E23
463854,81111,42838,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8342202763400777453 src: /10.251.194.129:38428 dest: /10.251.194.129:50010,E5
695705,81111,94824,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.191:50010 is added to blk_-501263434761329893 size 67108864,E26
605742,81111,74743,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_7813747819149027972 terminating,E11
520293,81111,52620,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1658065164461991656 src: /10.251.106.50:40292 dest: /10.251.106.50:50010,E5
474864,81111,44316,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_4905722119683623066 is added to invalidSet of 10.250.11.100:50010,E23
230100,81110,123035,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-6763776518004235624 terminating,E11
525689,81111,53648,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.246:50010 is added to blk_3886484764322900310 size 67108864,E26
597467,81111,73221,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7417351981960889915 terminating,E11
424147,81111,31010,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4653611782013555718 terminating,E11
283904,81110,210120,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-2482418046552634989 is added to invalidSet of 10.251.107.242:50010,E23
681447,81111,92152,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.228:50010 is added to blk_-6745517999386279564 size 3548848,E26
582910,81111,70455,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.209:50010 is added to blk_-9098889131535173133 size 67108864,E26
565524,81111,65212,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_496590408124551301 is added to invalidSet of 10.251.39.160:50010,E23
472598,81111,44309,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_1343239226924458427 is added to invalidSet of 10.251.31.5:50010,E23
123528,81110,82613,WARN,dfs.DataNode$DataXceiver,10.251.214.112:50010:Got exception while serving blk_-1047711918587993514 to /10.250.17.225:,E4
501978,81111,45308,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-3897536623566693556 terminating,E11
521184,81111,52802,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.246:50010 is added to blk_-5599048121847744245 size 67108864,E26
283193,81110,210117,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-5989540879230449022 is added to invalidSet of 10.251.42.9:50010,E23
552549,81111,63010,INFO,dfs.DataNode$PacketResponder,Received block blk_2321636180588315 of size 67108864 from /10.251.27.63,E9
525517,81111,53624,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-1964520414057844949 size 67108864,E26
136976,81110,103057,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1224957283054514981 is added to invalidSet of 10.251.199.245:50010,E23
643070,81111,83326,INFO,dfs.DataNode$PacketResponder,Received block blk_6478422526773549886 of size 67108864 from /10.251.106.50,E9
237628,81110,130213,WARN,dfs.DataNode$DataXceiver,10.251.75.228:50010:Got exception while serving blk_-1455885678023382981 to /10.251.75.228:,E4
296706,81110,210343,INFO,dfs.FSDataset,Deleting block blk_-7813661918204000985 file /mnt/hadoop/dfs/data/current/subdir27/blk_-7813661918204000985,E21
720791,81111,103654,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5708183389262639138 src: /10.250.11.53:60713 dest: /10.250.11.53:50010,E5
636448,81111,82109,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3265657974910866248 src: /10.251.90.134:54942 dest: /10.251.90.134:50010,E5
505350,81111,45909,INFO,dfs.DataNode$PacketResponder,Received block blk_7051026183795938056 of size 67108864 from /10.250.6.4,E9
319730,81110,212454,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-6798829516908839315 terminating,E11
340069,81110,220304,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.132:50010 is added to blk_-3241186303680673707 size 67108864,E26
718496,81111,103243,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-4347614708583885464 src: /10.250.14.224:55893 dest: /10.250.14.224:50010,E5
634285,81111,81714,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_000744_0/part-00744. blk_6974560139675104931,E22
111193,81110,63104,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4473655803147480170 terminating,E11
570131,81111,65236,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_000131_0/part-00131. blk_2781879597390864075,E22
609450,81111,75609,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-7438970343040328838 is added to invalidSet of 10.250.10.144:50010,E23
392078,81111,15033,INFO,dfs.DataNode$DataXceiver,10.251.203.179:50010 Served block blk_996024895372448529 to /10.251.203.179,E3
624154,81111,75939,INFO,dfs.FSDataset,Deleting block blk_7510544638533273166 file /mnt/hadoop/dfs/data/current/subdir63/blk_7510544638533273166,E21
50393,81109,234353,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_6528990050919762348 terminating,E11
525963,81111,53719,INFO,dfs.DataNode$PacketResponder,Received block blk_-3642252622952821689 of size 67108864 from /10.251.107.196,E9
636525,81111,82116,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8324677515876720660 src: /10.250.10.6:57118 dest: /10.250.10.6:50010,E5
250171,81110,144126,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.9:50010 is added to blk_-8929935891955076886 size 67108864,E26
52421,81109,234754,INFO,dfs.DataNode$PacketResponder,Received block blk_3299147043205342964 of size 67108864 from /10.251.90.239,E9
635609,81111,81938,INFO,dfs.DataNode$PacketResponder,Received block blk_5203177248490366542 of size 67108864 from /10.251.203.4,E9
610529,81111,75619,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-341934695873984987 is added to invalidSet of 10.251.122.65:50010,E23
624939,81111,80025,INFO,dfs.FSDataset,Deleting block blk_3972523626004853905 file /mnt/hadoop/dfs/data/current/blk_3972523626004853905,E21
513501,81111,51338,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_7271711479471008095 size 67108864,E26
483318,81111,44347,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1447437459668870658 is added to invalidSet of 10.251.67.211:50010,E23
698760,81111,95410,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.10.176:50010 is added to blk_-6746248851803223649 size 67108864,E26
183613,81110,110019,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.11.194:50010 is added to blk_1296183913835794917 size 67108864,E26
223857,81110,121829,INFO,dfs.DataNode$PacketResponder,Received block blk_5225679123238242033 of size 67108864 from /10.251.74.192,E9
210507,81110,115208,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.16:50010 is added to blk_7929051914910747842 size 67108864,E26
635728,81111,81951,INFO,dfs.DataNode$PacketResponder,Received block blk_-5102714335388497887 of size 3538422 from /10.251.43.210,E9
225594,81110,122149,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.227:50010 is added to blk_3174486365529202065 size 67108864,E26
563718,81111,65206,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-519631659414926438 is added to invalidSet of 10.250.14.38:50010,E23
595116,81111,72749,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001136_0/part-01136. blk_-8620622421648195920,E22
511700,81111,51012,INFO,dfs.DataNode$PacketResponder,Received block blk_-3317602371822326327 of size 67108864 from /10.250.10.213,E9
417237,81111,25655,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000778_0/part-00778. blk_2872176439983592178,E22
510629,81111,50813,INFO,dfs.DataNode$PacketResponder,Received block blk_-6725792429690074941 of size 67108864 from /10.250.6.4,E9
677408,81111,91429,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.209:50010 is added to blk_-456557599542687003 size 67108864,E26
462043,81111,42510,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-415624912783957675 src: /10.251.111.228:59142 dest: /10.251.111.228:50010,E5
406590,81111,23330,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_000061_0/part-00061. blk_-7315531699674218202,E22
70449,81110,5339,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-385612957371204687,E2
413213,81111,24910,INFO,dfs.DataNode$PacketResponder,Received block blk_4824239458185721175 of size 3537225 from /10.251.203.246,E9
396780,81111,23025,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_5957546503004407020 is added to invalidSet of 10.250.17.225:50010,E23
525876,81111,53708,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-797902837216110497 src: /10.251.75.228:45380 dest: /10.251.75.228:50010,E5
367937,81110,223245,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8655248122368065736 src: /10.251.215.50:41119 dest: /10.251.215.50:50010,E5
535491,81111,55609,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1707735282698587745 src: /10.250.13.240:32985 dest: /10.250.13.240:50010,E5
430189,81111,32138,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4952730180945135467 terminating,E11
371482,81110,223950,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_1323938802841595597 size 67108864,E26
435745,81111,33204,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.225:50010 is added to blk_7696332990642931494 size 67108864,E26
224124,81110,121901,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1351770782791197183 terminating,E11
603508,81111,74336,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.134:50010 is added to blk_-634695602494571002 size 67108864,E26
599434,81111,73605,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_001202_0/part-01202. blk_1794904611026689462,E22
162277,81110,103622,INFO,dfs.FSDataset,Deleting block blk_979652604320139545 file /mnt/hadoop/dfs/data/current/subdir54/blk_979652604320139545,E21
559942,81111,64438,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-8942147143147657932 size 28495966,E26
71259,81110,10322,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5373564556429271415 terminating,E11
678783,81111,91652,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.19.227:50010 is added to blk_8857619996672312918 size 67108864,E26
365568,81110,222818,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.121.224:50010 is added to blk_553221002224645850 size 67108864,E26
739542,81111,110444,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-3488279306106474586 is added to invalidSet of 10.250.10.213:50010,E23
591093,81111,72028,INFO,dfs.DataNode$PacketResponder,Received block blk_-3186541241132634845 of size 67108864 from /10.251.31.85,E9
662296,81111,85927,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-5793130155037357776 is added to invalidSet of 10.251.70.211:50010,E23
56770,81109,235616,INFO,dfs.DataNode$DataXceiver,Receiving block blk_617595369540279179 src: /10.251.39.144:42232 dest: /10.251.39.144:50010,E5
580455,81111,70026,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5890784990599965661 src: /10.251.107.227:45118 dest: /10.251.107.227:50010,E5
850,81109,203732,INFO,dfs.DataNode$DataXceiver,Receiving block blk_989757635324841895 src: /10.251.199.245:38152 dest: /10.251.199.245:50010,E5
437180,81111,33450,INFO,dfs.DataNode$PacketResponder,Received block blk_2278147537190570697 of size 67108864 from /10.251.122.79,E9
120704,81110,81316,INFO,dfs.DataNode$DataXceiver,10.250.14.196:50010 Served block blk_5124767757091707304 to /10.250.14.196,E3
528107,81111,54119,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand5/_temporary/_task_200811101024_0011_m_001840_1/part-01840. blk_-2548228220655552506,E22
71170,81110,10310,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000282_0/part-00282. blk_4613918136798586972,E22
582658,81111,70436,INFO,dfs.DataNode,10.251.71.97:50010 Starting thread to transfer block blk_-9048130969675006411 to 10.251.91.84:50010,E18
210526,81110,115211,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1800550422070783761 terminating,E11
494540,81111,44737,INFO,dfs.FSDataset,Deleting block blk_3466455904249274885 file /mnt/hadoop/dfs/data/current/subdir1/blk_3466455904249274885,E21
393311,81111,23010,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-288822758636188483 is added to invalidSet of 10.251.107.19:50010,E23
468120,81111,43654,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt4/_temporary/_task_200811101024_0010_m_001941_0/part-01941. blk_-6384531676996851090,E22
431938,81111,32453,INFO,dfs.DataNode$DataXceiver,Receiving block blk_3036406257671676875 src: /10.251.74.79:35919 dest: /10.251.74.79:50010,E5
694057,81111,94524,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_6637035416167041911 terminating,E11
667219,81111,90141,INFO,dfs.FSDataset,Deleting block blk_623429928136016859 file /mnt/hadoop/dfs/data/current/subdir23/blk_623429928136016859,E21
462784,81111,42634,INFO,dfs.DataNode$PacketResponder,Received block blk_3495562394938226765 of size 67108864 from /10.251.109.236,E9
18355,81109,211107,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-562867007939915658 terminating,E11
93951,81110,14826,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2475701138607174258 src: /10.251.194.213:59749 dest: /10.251.194.213:50010,E5
367264,81110,223130,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-8117833354350076916 terminating,E11
621921,81111,75906,INFO,dfs.FSDataset,Deleting block blk_6026523730523891513 file /mnt/hadoop/dfs/data/current/subdir23/blk_6026523730523891513,E21
412144,81111,24706,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5031295416206381301 src: /10.251.73.220:50508 dest: /10.251.73.220:50010,E5
391648,81111,13439,INFO,dfs.DataNode$DataXceiver,10.250.10.176:50010 Served block blk_355605547460509196 to /10.250.10.176,E3
737912,81111,110438,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_5877503461898947392 is added to invalidSet of 10.251.214.175:50010,E23
122106,81110,81939,INFO,dfs.DataNode$DataXceiver,10.251.197.226:50010 Served block blk_7018326589973268085 to /10.251.197.226,E3
361523,81110,222024,INFO,dfs.DataNode$DataXceiver,Receiving block blk_8841015501703946889 src: /10.251.202.209:42215 dest: /10.251.202.209:50010,E5
169413,81110,103754,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-8820954568171057585 src: /10.251.195.70:55930 dest: /10.251.195.70:50010,E5
139378,81110,103106,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_121550178017018433 is added to invalidSet of 10.251.214.175:50010,E23
473332,81111,44311,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-5613128384381302998 is added to invalidSet of 10.251.109.236:50010,E23
445439,81111,35205,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_148402694246338625 terminating,E11
692278,81111,94206,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand8/_temporary/_task_200811101024_0015_m_001364_0/part-01364. blk_6714111372016587446,E22
219101,81110,120915,INFO,dfs.DataNode$PacketResponder,Received block blk_-2898610995358836734 of size 67108864 from /10.251.127.47,E9
118841,81110,80510,WARN,dfs.DataNode$DataXceiver,10.250.6.223:50010:Got exception while serving blk_-8705058775815458116 to /10.250.6.223:,E4
174696,81110,104430,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000404_0/part-00404. blk_-8550436203709372787,E22
541448,81111,60753,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-7758703408367464873 src: /10.251.106.10:37083 dest: /10.251.106.10:50010,E5
30860,81109,213500,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7750397335684207696 terminating,E11
702428,81111,100154,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-9092539581328530965 src: /10.251.197.226:34690 dest: /10.251.197.226:50010,E5
444,81109,203639,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1005764473802773954 src: /10.251.39.179:32831 dest: /10.251.39.179:50010,E5
180261,81110,105412,INFO,dfs.DataNode$BlockReceiver,Receiving empty packet for block blk_4744759414405187497,E13
91785,81110,14404,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1670688768892491422 terminating,E11
286381,81110,210129,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_-1258040813850162294 is added to invalidSet of 10.251.67.4:50010,E23
653406,81111,85308,INFO,dfs.DataNode$PacketResponder,Received block blk_2093697194407987181 of size 67108864 from /10.251.199.245,E9
705545,81111,100757,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.5:50010 is added to blk_7985708968273872699 size 67108864,E26
691763,81111,94110,INFO,dfs.DataNode$PacketResponder,Received block blk_-8980680109686391481 of size 67108864 from /10.251.71.16,E9
690763,81111,93908,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4037820675897061815 terminating,E11
260060,81110,145908,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.29.239:50010 is added to blk_-6466493841908026137 size 67108864,E26
455264,81111,41143,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_-1364506640399035477 size 67108864,E26
629777,81111,80908,INFO,dfs.DataNode$PacketResponder,Received block blk_597253777158129789 of size 67108864 from /10.250.14.196,E9
211855,81110,115459,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-8161684154460293386 size 67108864,E26
